iter	Logloss
235	0.1850429657
236	0.1850404276
237	0.1850380976
238	0.1850326824
239	0.1850284744
240	0.1850242319
241	0.1850195044
242	0.1850162357
243	0.1850137719
244	0.1850108771
245	0.1850094553
246	0.1850073739
247	0.1850025934
248	0.1850012989
249	0.1849972842
250	0.1849924738
251	0.1849897378
252	0.1849857898
253	0.1849833476
254	0.1849818023
255	0.1849767783
256	0.1849739629
257	0.1849722983
258	0.1849662576
259	0.1849651647
260	0.1849632627
261	0.1849579534
262	0.1849546917
263	0.1849534469
264	0.1849486424
265	0.1849459661
266	0.184943244
267	0.1849388364
268	0.1849336619
269	0.1849296799
270	0.1849281881
271	0.1849227988
272	0.1849209465
273	0.1849195875
274	0.1849140741
275	0.1849120414
276	0.1849102593
277	0.1849045361
278	0.1849026152
279	0.1849018805
280	0.1848987933
281	0.1848962471
282	0.1848934867
283	0.1848918087
284	0.1848896843
285	0.1848850377
286	0.1848834578
287	0.1848812262
288	0.1848768178
289	0.1848736839
290	0.1848712421
291	0.1848700104
292	0.1848675413
293	0.1848644128
294	0.1848627132
295	0.1848587892
296	0.184855906
297	0.1848542997
298	0.1848485034
299	0.1848396714
300	0.1848377371
301	0.1848344074
302	0.1848327252
303	0.1848298281
304	0.1848266537
305	0.1848238394
306	0.184821242
307	0.1848187498
308	0.1848138131
309	0.1848122542
310	0.1848097247
311	0.1848017649
312	0.1847998732
313	0.1847947693
314	0.1847927848
315	0.184790948
316	0.1847874379
317	0.1847854738
318	0.1847837334
319	0.1847814577
320	0.1847788295
321	0.1847758342
322	0.1847722988
323	0.1847695828
324	0.1847681285
325	0.1847656152
326	0.1847636871
327	0.1847601118
328	0.1847594969
329	0.1847554746
330	0.1847512269
331	0.1847481164
332	0.1847457098
333	0.1847421419
334	0.1847386235
335	0.1847339675
336	0.1847335617
337	0.1847312415
338	0.1847269795
339	0.1847252387
340	0.1847237136
341	0.1847223746
342	0.184719669
343	0.1847183905
344	0.1847156859
345	0.1847129395
346	0.1847089729
347	0.1847043388
348	0.1846979858
349	0.1846935261
350	0.1846923465
351	0.1846894979
352	0.1846875892
353	0.1846862763
354	0.1846824431
355	0.184680047
356	0.1846743395
357	0.1846716456
358	0.1846691194
359	0.1846662675
360	0.1846633254
361	0.1846592623
362	0.1846559041
363	0.1846529666
364	0.1846513163
365	0.1846485823
366	0.1846438884
367	0.1846411198
368	0.1846395191
369	0.1846355553
370	0.1846333469
371	0.1846310648
372	0.1846256557
373	0.1846219069
374	0.1846205401
375	0.1846174688
376	0.1846146986
377	0.1846134906
378	0.1846098374
379	0.184607749
380	0.184605904
381	0.1846025377
382	0.1845969599
383	0.1845939793
384	0.1845911884
385	0.1845889128
386	0.184585545
387	0.1845834033
388	0.1845825698
389	0.1845813758
390	0.1845803522
391	0.1845773558
392	0.1845733597
393	0.1845720463
394	0.1845690637
395	0.1845666295
396	0.1845644247
397	0.1845622106
398	0.1845569995
399	0.1845553164
400	0.1845532775
401	0.1845478941
402	0.1845454805
403	0.1845420102
404	0.1845393376
405	0.1845378954
406	0.1845345074
407	0.1845318427
408	0.1845298728
409	0.1845286363
410	0.1845262952
411	0.1845235975
412	0.18452178
413	0.1845186698
414	0.1845166531
415	0.1845155442
416	0.1845110731
417	0.1845068408
418	0.1845040156
419	0.1845017458
420	0.1844989416
421	0.1844965892
422	0.1844911011
423	0.1844894161
424	0.1844836045
425	0.1844825995
426	0.1844813586
427	0.1844794372
428	0.1844787826
429	0.1844762901
430	0.1844750329
431	0.1844708051
432	0.1844658205
433	0.1844649021
434	0.1844601288
435	0.1844566485
436	0.184455332
437	0.1844531113
438	0.1844506924
439	0.1844473332
440	0.1844437865
441	0.1844415401
442	0.1844370219
443	0.1844338791
444	0.1844299674
445	0.1844287965
446	0.1844267534
447	0.1844250857
448	0.1844237282
449	0.1844190648
450	0.1844162014
451	0.1844147406
452	0.184414034
453	0.184410884
454	0.1844070165
455	0.1844043553
456	0.1844019769
457	0.1843973876
458	0.184395259
459	0.1843944983
460	0.1843904465
461	0.1843871449
462	0.1843837445
463	0.1843800944
464	0.1843769481
465	0.1843751875
466	0.1843704006
467	0.1843683696
468	0.1843653095
469	0.1843615607
470	0.184360628
471	0.1843580199
472	0.1843562908
473	0.1843542414
474	0.1843527494
475	0.1843520632
476	0.1843458119
477	0.1843434417
478	0.1843419104
479	0.184340137
480	0.1843371972
481	0.1843358447
482	0.1843324994
483	0.1843292154
484	0.1843263218
485	0.1843248606
486	0.1843236795
487	0.184315866
488	0.184311753
489	0.1843090959
490	0.1843054265
491	0.184302003
492	0.1843008703
493	0.1842997429
494	0.1842967788
495	0.1842950835
496	0.184292855
497	0.1842912083
498	0.184289997
499	0.1842856074
500	0.1842824002
501	0.1842800229
502	0.1842778529
503	0.1842750233
504	0.1842719146
505	0.1842689953
506	0.1842678784
507	0.1842665336
508	0.1842628652
509	0.1842594698
510	0.1842571586
511	0.1842559252
512	0.1842540549
513	0.1842509082
514	0.1842485449
515	0.1842473076
516	0.184246245
517	0.1842443175
518	0.1842418623
519	0.184240338
520	0.1842359399
521	0.1842338401
522	0.1842311363
523	0.1842283019
524	0.1842261771
525	0.184223857
526	0.1842203832
527	0.1842190035
528	0.184217604
529	0.1842147566
530	0.184213954
531	0.1842107959
532	0.1842099949
533	0.1842075415
534	0.1842054224
535	0.1842023694
536	0.184201067
537	0.1841979875
538	0.1841963009
539	0.1841931646
540	0.184191576
541	0.1841900674
542	0.1841885518
543	0.1841865338
544	0.1841846482
545	0.1841819342
546	0.184180469
547	0.1841789471
548	0.1841774552
549	0.1841765348
550	0.1841748569
551	0.1841738224
552	0.1841718886
553	0.1841711123
554	0.1841658146
555	0.1841644913
556	0.1841634853
557	0.1841606274
558	0.1841588278
559	0.1841579182
560	0.1841553468
561	0.1841525745
562	0.1841489343
563	0.184147684
564	0.1841459919
565	0.1841449769
566	0.1841434196
567	0.1841413269
568	0.1841398534
569	0.1841378091
570	0.1841340479
571	0.1841312405
572	0.1841304959
573	0.1841281793
574	0.1841264528
575	0.1841225102
576	0.1841197775
577	0.1841181665
578	0.1841144248
579	0.1841135711
580	0.1841110658
581	0.1841100837
582	0.1841049289
583	0.1841034517
584	0.1840993164
585	0.1840974763
586	0.1840934316
587	0.1840904422
588	0.184089039
589	0.1840866241
590	0.1840830472
591	0.1840819083
592	0.1840807122
593	0.1840766623
594	0.1840746382
595	0.1840727743
596	0.1840712304
597	0.1840693103
598	0.1840672097
599	0.1840654485
600	0.1840642157
601	0.1840634702
602	0.1840615336
603	0.1840605423
604	0.1840595818
605	0.1840573494
606	0.1840546201
607	0.1840527281
608	0.1840485391
609	0.1840472187
610	0.1840443871
611	0.1840410215
612	0.1840392222
613	0.1840368066
614	0.1840347966
615	0.1840332385
616	0.1840305
617	0.1840272717
618	0.184026434
619	0.1840252463
620	0.1840237406
621	0.1840227422
622	0.1840199444
623	0.1840181817
624	0.184015452
625	0.184014804
626	0.1840131097
627	0.1840096903
628	0.1840081191
629	0.1840065997
630	0.1840058768
631	0.18400455
632	0.184004
633	0.1840013025
634	0.1839990351
635	0.1839975215
636	0.1839905521
637	0.183988117
638	0.183984757
639	0.1839823485
640	0.183980906
641	0.1839788211
642	0.1839781091
643	0.1839772392
644	0.1839767036
645	0.1839750302
646	0.1839745281
647	0.1839716952
648	0.1839701974
649	0.1839681078
650	0.1839655256
651	0.1839641752
652	0.1839604465
653	0.1839586896
654	0.1839576207
655	0.183954509
656	0.1839521061
657	0.1839510672
658	0.1839497441
659	0.183947772
660	0.1839469275
661	0.183945697
662	0.1839444061
663	0.1839438198
664	0.1839407032
665	0.1839379505
666	0.1839357586
667	0.1839350961
668	0.183933801
669	0.1839324006
670	0.1839291406
671	0.1839242641
672	0.1839223584
673	0.1839207982
674	0.1839181026
675	0.1839168902
676	0.1839138468
677	0.1839128254
678	0.1839100003
679	0.1839095049
680	0.1839080989
681	0.1839067553
682	0.1839059053
683	0.1839040936
684	0.1839015939
685	0.1839013651
686	0.1839001703
687	0.1838990821
688	0.1838963151
689	0.1838937384
690	0.1838896558
691	0.1838878689
692	0.1838858492
693	0.1838837397
694	0.1838818599
695	0.1838797199
696	0.1838785165
697	0.1838755563
698	0.1838736207
699	0.183871388
700	0.1838701673
701	0.1838683421
702	0.1838604624
703	0.1838586315
704	0.1838574378
705	0.1838553922
706	0.1838518477
707	0.183850467
708	0.1838480734
709	0.1838437061
710	0.1838398607
711	0.1838378882
712	0.183836004
713	0.1838350143
714	0.1838325103
715	0.1838318255
716	0.1838298537
717	0.1838294415
718	0.1838260074
719	0.1838230622
720	0.1838225988
721	0.1838180349
722	0.1838159231
723	0.183814087
724	0.1838128242
725	0.1838098423
726	0.1838091506
727	0.1838079908
728	0.1838065636
729	0.1838049759
730	0.1838023694
731	0.1837984709
732	0.1837955582
733	0.1837936716
734	0.1837925955
735	0.1837908896
736	0.1837902052
737	0.1837824061
738	0.1837790881
739	0.1837779555
740	0.1837749883
741	0.1837724118
742	0.1837688558
743	0.1837664273
744	0.1837611887
745	0.1837602031
746	0.1837588543
747	0.1837563353
748	0.1837542204
749	0.1837522805
750	0.1837483748
751	0.183747267
752	0.1837462853
753	0.1837441
754	0.1837413031
755	0.1837397716
756	0.1837334278
757	0.1837322265
758	0.1837304096
759	0.1837299441
760	0.1837281125
761	0.1837257629
762	0.1837241703
763	0.1837234325
764	0.1837205001
765	0.1837182141
766	0.1837160131
767	0.1837147893
768	0.1837119216
769	0.1837110021
770	0.1837101072
771	0.1837081511
772	0.1837046326
773	0.1836997585
774	0.1836982543
775	0.183696333
776	0.1836950757
777	0.1836917918
778	0.1836893739
779	0.1836885751
780	0.1836869818
781	0.1836849724
782	0.1836833405
783	0.1836819745
784	0.1836808564
785	0.1836790639
786	0.183678527
787	0.1836768976
788	0.1836738824
789	0.1836705823
790	0.1836682064
791	0.1836640278
792	0.183662672
793	0.183660591
794	0.1836585951
795	0.1836576823
796	0.183655528
797	0.1836530128
798	0.1836500682
799	0.183648431
800	0.183645561
801	0.1836447253
802	0.1836434946
803	0.183642051
804	0.1836380715
805	0.1836356167
806	0.1836341138
807	0.1836312411
808	0.1836300476
809	0.183628994
810	0.1836270911
811	0.1836226516
812	0.1836193542
813	0.1836170299
814	0.1836145864
815	0.1836131824
816	0.1836118077
817	0.1836103059
818	0.1836093758
819	0.1836084013
820	0.1836055067
821	0.1836000656
822	0.1835965703
823	0.1835929519
824	0.1835916721
825	0.1835905478
826	0.1835900128
827	0.1835894319
828	0.1835891061
829	0.1835882708
830	0.1835851984
831	0.1835827821
832	0.1835808612
833	0.1835779601
834	0.1835758869
835	0.1835742276
836	0.1835737414
837	0.1835727315
838	0.1835698643
839	0.1835679442
840	0.1835633889
841	0.1835628176
842	0.1835611228
843	0.1835559186
844	0.1835547857
845	0.1835532058
846	0.1835524908
847	0.1835492598
848	0.183546582
849	0.1835455639
850	0.1835443453
851	0.1835405447
852	0.1835388399
853	0.1835367206
854	0.1835349525
855	0.1835325469
856	0.1835302807
857	0.1835301637
858	0.1835286004
859	0.1835258369
860	0.1835244091
861	0.1835232317
862	0.1835217556
863	0.1835209222
864	0.1835203631
865	0.1835185474
866	0.18351723
867	0.1835156821
868	0.1835136138
869	0.1835133854
870	0.1835097259
871	0.183508294
872	0.183507485
873	0.1835052557
874	0.1835037409
875	0.1835021862
876	0.1835010525
877	0.1835001285
878	0.1834948882
879	0.1834938156
880	0.1834915266
881	0.1834893427
882	0.1834885241
883	0.183486255
884	0.1834856441
885	0.1834839224
886	0.1834797159
887	0.1834782974
888	0.1834766439
889	0.1834762383
890	0.1834749085
891	0.1834742956
892	0.1834734104
893	0.1834717846
894	0.1834684659
895	0.1834664687
896	0.1834646658
897	0.1834631371
898	0.1834613752
899	0.1834586517
900	0.1834574447
901	0.1834561764
902	0.1834523087
903	0.1834508471
904	0.1834502622
905	0.1834473984
906	0.1834451836
907	0.1834432326
908	0.1834417719
909	0.1834415201
910	0.183438607
911	0.1834373296
912	0.1834358139
913	0.1834321477
914	0.1834288957
915	0.1834270242
916	0.1834255027
917	0.1834249026
918	0.18342444
919	0.1834235308
920	0.1834231625
921	0.1834185598
922	0.1834170383
923	0.1834163048
924	0.1834149659
925	0.1834131355
926	0.1834119335
927	0.1834091664
928	0.1834084727
929	0.1834055442
930	0.1834041121
931	0.1834029099
932	0.1834003898
933	0.1833983465
934	0.1833971405
935	0.1833952644
936	0.1833934842
937	0.1833914277
938	0.1833893419
939	0.1833885604
940	0.1833851045
941	0.1833843729
942	0.1833825086
943	0.1833783656
944	0.1833765829
945	0.1833753398
946	0.1833739483
947	0.1833731473
948	0.1833725963
949	0.1833704278
950	0.1833695857
951	0.1833686823
952	0.1833680566
953	0.1833676903
954	0.1833662989
955	0.1833658521
956	0.1833637253
957	0.1833625755
958	0.1833614357
959	0.1833598405
960	0.1833546723
961	0.1833530376
962	0.1833511636
963	0.1833506577
964	0.1833497927
965	0.1833490177
966	0.1833468973
967	0.1833456092
968	0.1833445859
969	0.1833423486
970	0.1833410467
971	0.1833400273
972	0.1833383411
973	0.1833362503
974	0.1833359922
975	0.1833355305
976	0.1833333388
977	0.1833303272
978	0.1833279748
979	0.1833265751
980	0.1833250951
981	0.1833247481
982	0.1833216379
983	0.1833194919
984	0.1833149041
985	0.1833145261
986	0.1833136318
987	0.1833131569
988	0.1833106544
989	0.1833080406
990	0.1833039202
991	0.1833017939
992	0.1833014144
993	0.1832997311
994	0.1832976718
995	0.183296801
996	0.1832957097
997	0.1832925002
998	0.1832916933
999	0.1832882623
