iter	Logloss
0	0.6927814014
1	0.6923805574
2	0.6919587055
3	0.6915338664
4	0.6913190666
5	0.6909732401
6	0.6906735663
7	0.6902842496
8	0.6898644551
9	0.6897624284
10	0.6896903194
11	0.6893776376
12	0.6890548018
13	0.6886590723
14	0.6882533626
15	0.6878849103
16	0.6875805893
17	0.6872236404
18	0.6869653037
19	0.6865548331
20	0.6863170276
21	0.6859689215
22	0.6855946763
23	0.6852675067
24	0.6849005415
25	0.6845804688
26	0.6841742887
27	0.6068044741
28	0.606651449
29	0.606553007
30	0.6062194036
31	0.605910638
32	0.6055607843
33	0.605262335
34	0.6049818278
35	0.6046233177
36	0.6043206903
37	0.6039885109
38	0.6036442265
39	0.6033210506
40	0.6030976136
41	0.602853241
42	0.6027341168
43	0.6023274631
44	0.6020455381
45	0.6018133292
46	0.6015718017
47	0.6011098995
48	0.6007282917
49	0.600546765
50	0.5324450961
51	0.5321680345
52	0.5319361094
53	0.5317357483
54	0.5314986222
55	0.4712371332
56	0.4711971934
57	0.4710138614
58	0.4708365806
59	0.4175891116
60	0.4173931918
61	0.364882277
62	0.3647544331
63	0.3645889632
64	0.3644422706
65	0.3642649419
66	0.3641143642
67	0.3639806579
68	0.3184142778
69	0.3182601533
70	0.318170764
71	0.3180289789
72	0.3178795878
73	0.3177471409
74	0.3176272099
75	0.3175247176
76	0.3174176363
77	0.3172162481
78	0.3172119891
79	0.3170947018
80	0.3170028631
81	0.3169097579
82	0.3167679029
83	0.2818157605
84	0.2817854678
85	0.2510495494
86	0.2509536026
87	0.250840467
88	0.2507446067
89	0.250727941
90	0.250640275
91	0.2505403309
92	0.2504213128
93	0.2503562559
94	0.250251608
95	0.2501506699
96	0.2501324954
97	0.2500324353
98	0.2499053894
99	0.2498340139
100	0.2497500416
101	0.2228670555
102	0.1992340982
103	0.1784318954
104	0.1783872735
105	0.1600715751
106	0.1600171125
107	0.1599556854
108	0.159897984
109	0.1437759576
110	0.1437386732
111	0.1436931605
112	0.1436504986
113	0.1435903998
114	0.143535456
115	0.1434780224
116	0.1434193144
117	0.1433746112
118	0.1433316214
119	0.143293377
120	0.1432696717
121	0.1432179434
122	0.143164794
123	0.1431123857
124	0.1430513812
125	0.1430093854
126	0.1429504324
127	0.1429087253
128	0.1287832294
129	0.1287448933
130	0.128727164
131	0.128689669
132	0.1286421244
133	0.1286024138
134	0.1285593602
135	0.1160974147
136	0.1160605928
137	0.1160260579
138	0.1159846529
139	0.1159498636
140	0.1159099321
141	0.1158654335
142	0.1158371703
143	0.1158054156
144	0.11577012
145	0.104776508
146	0.09502946119
147	0.09500572337
148	0.0949628122
149	0.09493737903
